intstarttime,vcimsi,intenbid,intscrsrp,intpci,intnc1rsrp,intnc2rsrp,intnc3rsrp,intnc4rsrp,intnc5rsrp,intnc6rsrp,intnc7rsrp,intnc8rsrp,intmr_ta,intmr_uetranspowermargin,flong,flat
1584678706000 ,357725828,209809,59,179,55,53,49,54,\N,\N,\N,\N,0,63,113.371994,23.125995
1584678706000 ,162703773,209809,70,178,69,62,56,69,30,25,19,83,2,63,113.373115,23.12681
1584678609000 ,314571560,209809,65,178,61,53,40,35,31,65,57,67,1,63,113.373046,23.126188
1584678609000 ,453696752,209809,55,178,55,51,29,22,49,45,74,66,2,63,113.373023,23.12638
1584679116000 ,156254465,209809,41,178,43,24,41,\N,\N,\N,\N,\N,2,29,113.373306,23.124504
1584679116000 ,164697408,209809,73,178,30,8,74,62,79,76,72,69,2,63,113.373222,23.126241
1584679116000 ,357725828,209809,59,179,6,55,49,55,54,\N,\N,\N,0,63,113.372039,23.125974
1584679116000 ,166199617,209809,64,178,60,56,61,60,72,64,22,20,2,47,113.373153,23.126747
1584679116000 ,356594991,209809,76,178,68,65,76,66,71,58,\N,\N,0,63,113.372192,23.126209
1584679126000 ,164697408,209809,73,178,70,11,75,67,61,79,\N,\N,2,63,113.373153,23.126232
1584679131000 ,166289508,209809,32,436,31,26,25,32,19,\N,\N,\N,3,55,113.373603,23.126907
1584679136000 ,357725828,209809,59,179,8,54,48,56,51,\N,\N,\N,0,63,113.372039,23.125974
1584679029000 ,296935252,209809,67,437,60,71,68,40,67,\N,\N,\N,2,63,113.372535,23.12681
1584679029000 ,301352428,209809,50,436,51,45,45,45,68,42,46,26,5,60,113.37442,23.128129
1584679034000 ,357725828,209809,59,179,5,53,49,56,53,\N,\N,\N,0,63,113.372039,23.125974
1584679034000 ,459158399,209809,66,179,61,53,53,64,57,\N,\N,\N,0,63,113.371757,23.126306
1584679034000 ,158153829,209809,57,177,57,57,49,82,71,22,66,59,2,61,113.373008,23.126522
1584679141000 ,136377417,209809,58,177,57,56,50,44,41,28,24,22,0,61,113.371673,23.126424
1584679141000 ,164697408,209809,73,178,69,33,12,74,68,62,78,\N,2,63,113.373222,23.126241
1584679141000 ,300199943,209809,41,178,39,33,35,34,34,51,45,\N,6,57,113.372535,23.130437
1584679192000 ,153627214,209809,73,178,69,74,68,63,79,74,31,65,2,63,113.373222,23.126241
1584679223000 ,357725828,209809,59,179,0,53,49,57,54,\N,\N,\N,0,63,113.372039,23.125974
1584679223000 ,166199617,209809,61,178,59,56,54,54,58,77,21,17,2,63,113.373176,23.12696
1584679167000 ,166199617,209809,59,178,55,55,54,54,57,70,20,13,2,63,113.373199,23.126359
1584679244000 ,296265909,209809,42,178,38,32,51,40,33,\N,\N,\N,6,53,113.372535,23.130447
1584679244000 ,296885992,209809,46,178,56,21,19,18,48,45,41,47,2,63,113.371849,23.127153
1584679239000 ,357725828,209809,59,179,4,55,50,55,51,\N,\N,\N,0,63,113.372039,23.125974
1584679239000 ,166199617,209809,63,178,63,58,56,59,54,77,18,15,2,44,113.373092,23.126981
1584679336000 ,156778570,209809,74,178,34,32,76,67,66,79,75,70,2,63,113.373222,23.126241
1584679336000 ,296885992,209809,59,178,59,53,25,25,24,60,58,53,0,63,113.372169,23.125856
1584679269000 ,357725828,209809,59,179,55,54,49,57,\N,\N,\N,\N,0,63,113.372039,23.125974
1584679269000 ,166199617,209809,59,178,79,19,18,15,68,65,63,57,2,63,113.372856,23.126853
1584679315000 ,166199617,209809,61,178,58,58,67,60,21,21,15,63,2,63,113.373329,23.126424
1584679315000 ,357725828,209809,71,178,70,65,71,\N,\N,\N,\N,\N,0,63,113.372146,23.126037
1584679326000 ,166199617,209809,66,178,61,61,60,61,68,67,66,32,2,63,113.37339,23.126178
1584679295000 ,156778570,209809,74,178,34,24,75,65,78,71,70,\N,2,63,113.373222,23.126241
1584678800000 ,435377274,339868,72,138,22,22,57,27,26,23,6,28,0,63,113.380706,23.12297
1584678805000 ,135836686,339868,35,138,\N,\N,\N,\N,\N,\N,\N,\N,0,59,113.380577,23.124021
1584678805000 ,435377274,339868,69,138,31,43,43,40,27,26,24,10,0,63,113.380729,23.123001
1584678810000 ,435377274,339868,62,138,22,44,25,24,20,12,23,\N,0,63,113.380729,23.123044
1584678815000 ,435377274,339868,73,138,22,17,47,25,24,23,11,20,0,58,113.380706,23.123088
1584678820000 ,435377274,339868,72,138,14,14,46,25,23,21,10,20,0,63,113.380706,23.123151
1584678610000 ,446311151,339868,34,138,33,33,32,31,22,22,18,34,0,63,113.380752,23.124826
1584678733000 ,496961849,339868,32,138,19,15,15,13,11,11,27,24,0,63,113.38034,23.124654
1584679346000 ,166199617,209809,68,178,67,61,26,24,23,49,62,63,2,48,113.373222,23.126295
1584679346000 ,357725828,209809,72,178,65,63,73,\N,\N,\N,\N,\N,0,53,113.372146,23.126016
1584679173000 ,426307490,339868,32,138,15,35,34,20,28,22,\N,\N,1,62,113.381286,23.124654
1584679178000 ,426307490,339868,32,138,15,25,27,20,21,23,\N,\N,1,61,113.381286,23.124654
1584679137000 ,426307490,339868,36,138,33,22,\N,\N,\N,\N,\N,\N,0,59,113.381286,23.124654
1584679143000 ,426307490,339868,37,138,30,27,4,\N,\N,\N,\N,\N,0,60,113.381286,23.124654
1584679149000 ,120461148,339868,42,138,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,113.380943,23.123281
1584679392000 ,242591752,209809,48,437,53,39,39,39,38,32,22,53,3,63,113.372665,23.127325
1584679382000 ,242591752,209809,48,437,52,36,36,35,35,22,54,47,3,63,113.372665,23.127325
1584679214000 ,521674962,339868,38,138,14,22,54,48,\N,\N,\N,\N,0,61,113.381782,23.123388
1584679219000 ,521674962,339868,41,138,14,22,54,\N,\N,\N,\N,\N,0,62,113.381782,23.123388
1584679492000 ,502427446,339868,31,138,\N,\N,\N,\N,\N,\N,\N,\N,0,56,113.380256,23.124773
1584679407000 ,357725828,209809,69,178,61,70,\N,\N,\N,\N,\N,\N,0,63,113.372123,23.126016
1584679407000 ,164521541,209809,74,178,68,31,29,78,71,38,30,74,2,63,113.373222,23.126241
1584679402000 ,164521541,209809,74,178,69,32,24,79,38,31,74,67,2,52,113.373222,23.126241
1584679402000 ,293533918,209809,42,178,39,38,36,51,46,29,30,33,6,58,113.372535,23.130447
1584679199000 ,521674962,339868,38,138,14,24,52,51,\N,\N,\N,\N,0,58,113.381782,23.123388
1584679204000 ,521674962,339868,38,138,14,24,52,50,\N,\N,\N,\N,0,60,113.381782,23.123388
1584679209000 ,521674962,339868,38,138,14,24,55,48,\N,\N,\N,\N,0,61,113.381782,23.123388
1584679474000 ,162768224,209809,72,178,69,74,68,65,77,75,73,71,2,55,113.373222,23.126241
1584679474000 ,206941618,209809,44,178,47,43,36,67,37,32,28,27,5,59,113.37397,23.128494
1584679474000 ,285386753,209809,42,178,38,34,32,52,36,29,28,28,6,57,113.372558,23.130479
1584679474000 ,367163763,209809,54,178,54,43,54,53,52,52,34,61,1,63,113.372192,23.125974
1584679474000 ,164703009,209809,44,179,43,42,48,47,32,30,22,46,2,59,113.372016,23.12712
1584679479000 ,242591752,209809,45,437,51,44,43,36,21,55,49,48,3,63,113.372665,23.127325
1584680052000 ,174667734,706337,50,91,26,22,39,34,36,33,32,34,1,42,113.371635,23.128269
1584680042000 ,499977156,706337,49,91,31,32,\N,\N,\N,\N,\N,\N,1,28,113.371612,23.12784
1584680042000 ,174667734,706337,50,91,19,15,33,39,35,34,33,\N,1,42,113.371719,23.128194
1584680011000 ,499977156,706337,47,91,36,29,36,31,29,30,\N,\N,1,24,113.371589,23.127979
1584679632000 ,515414860,706337,42,91,12,31,29,30,\N,\N,\N,\N,1,34,113.37152,23.128076
1584680062000 ,174667734,706337,46,91,23,21,19,40,36,33,41,36,1,43,113.371635,23.128269
1584680062000 ,184478377,706337,40,91,30,28,27,32,28,28,26,22,1,29,113.37075,23.127979
1584680088000 ,174667734,706337,46,91,23,19,38,33,36,31,\N,\N,1,33,113.371849,23.128087
1584680129000 ,499977156,706337,42,91,28,26,36,\N,\N,\N,\N,\N,1,25,113.371566,23.127904
1584680129000 ,182576584,706337,50,91,37,42,36,33,22,19,17,33,1,35,113.371757,23.128108
1584680159000 ,182576584,706337,42,91,30,35,20,39,38,35,\N,\N,1,44,113.371849,23.128097
1584680180000 ,478060836,706337,23,91,\N,\N,\N,\N,\N,\N,\N,\N,1,20,113.371459,23.1277
1584680183000 ,183337533,706337,38,91,23,19,26,16,39,30,25,23,\N,\N,113.371353,23.127401
1584680200000 ,167820821,706337,40,91,27,21,33,31,29,22,18,35,1,29,113.370727,23.127979
1584680303000 ,182576584,706337,46,91,36,33,19,18,37,35,32,\N,1,39,113.371589,23.128301
1584680298000 ,239050515,706337,55,91,58,56,52,46,53,36,29,\N,0,42,113.371223,23.127347
1584680298000 ,482835382,706337,37,91,32,26,22,21,20,46,44,\N,1,20,113.371673,23.127744
1584680200000 ,499977156,706337,41,91,19,31,\N,\N,\N,\N,\N,\N,1,31,113.371566,23.127862
1584680200000 ,178706959,706337,38,91,33,25,19,21,\N,\N,\N,\N,1,32,113.371307,23.127401
1584680200000 ,182576584,706337,42,91,30,28,34,34,26,22,38,37,1,34,113.371589,23.128292
1584680200000 ,444650462,706337,45,91,28,23,40,38,36,43,40,26,1,26,113.371269,23.128269
1584680364000 ,182576584,706337,42,91,29,41,35,26,21,38,36,32,1,35,113.371673,23.127807
1584680369000 ,499977156,706337,39,91,22,28,27,33,\N,\N,\N,\N,1,36,113.371566,23.127969
1584680399000 ,169649312,706337,38,91,33,29,28,\N,\N,\N,\N,\N,\N,\N,113.371459,23.127368
1584680395000 ,499977156,706337,38,91,31,27,26,25,31,30,\N,\N,1,26,113.371482,23.128419
1584676860000 ,223113616,681306,68,501,59,29,52,50,38,\N,\N,\N,2,63,113.366973,23.103443
1584676947000 ,184190158,681306,69,355,58,56,\N,\N,\N,\N,\N,\N,1,63,113.368286,23.1037
1584676951000 ,14899767,681306,57,355,49,67,42,43,13,\N,\N,\N,1,63,113.368392,23.103303
1584676954000 ,184190158,681306,70,501,54,52,\N,\N,\N,\N,\N,\N,0,63,113.368324,23.104431
1584676880000 ,76720481,681306,68,501,66,42,55,46,46,74,64,68,2,63,113.368309,23.104837
1584676881000 ,76720481,681306,65,356,52,\N,\N,\N,\N,\N,\N,\N,0,63,113.368324,23.105213
1584676961000 ,14899767,681306,66,356,\N,\N,\N,\N,\N,\N,\N,\N,0,63,113.368438,23.104913
1584676848000 ,184034403,681306,50,356,38,37,44,65,74,48,48,\N,0,46,113.368324,23.10576
1584677387000 ,169448468,681306,52,501,42,49,45,42,32,26,23,42,2,44,113.366867,23.103324
1584677418000 ,169448468,681306,51,501,43,50,48,46,31,24,41,40,2,63,113.366867,23.103324
1584677418000 ,370873365,681306,57,501,54,51,35,58,54,52,50,34,1,63,113.368179,23.10429
1584677418000 ,431809022,681306,68,501,46,59,57,52,69,67,66,58,2,63,113.368202,23.103368
1584677458000 ,233323415,681306,78,356,65,\N,\N,\N,\N,\N,\N,\N,0,63,113.368286,23.104923
1584677464000 ,83367671,681306,61,501,56,54,\N,\N,\N,\N,\N,\N,3,63,113.368072,23.101865
1584677463000 ,233323415,681306,46,356,45,34,53,60,79,\N,\N,\N,0,63,113.368309,23.104976
1584677325000 ,89914393,681306,71,501,59,44,41,37,75,66,57,48,1,63,113.368286,23.103368
1584677331000 ,75215278,681306,71,501,73,66,63,56,49,32,32,24,0,63,113.368309,23.104333
1584677556000 ,172938080,681306,57,501,46,27,25,57,41,41,\N,\N,2,49,113.367019,23.103347
1584677643000 ,180771323,681306,37,501,33,23,18,35,34,\N,\N,\N,3,63,113.366157,23.103099
1584677633000 ,180771323,681306,37,501,33,24,14,35,34,\N,\N,\N,3,63,113.366157,23.103099
1584677668000 ,180771323,681306,36,501,33,22,20,35,34,\N,\N,\N,4,63,113.366157,23.103099
1584677612000 ,424157961,681306,67,501,66,68,48,\N,\N,\N,\N,\N,0,61,113.368324,23.104591
1584677614000 ,424157961,681306,66,356,\N,\N,\N,\N,\N,\N,\N,\N,0,63,113.368324,23.104976
1584677617000 ,72966663,681306,54,501,51,47,21,55,52,46,23,23,2,48,113.367187,23.103443
1584677551000 ,172938080,681306,51,501,43,40,27,25,56,44,39,\N,2,63,113.366935,23.103336
1584677669000 ,95786617,681306,65,355,\N,\N,\N,\N,\N,\N,\N,\N,0,63,113.368263,23.103754
1584677668000 ,180211257,681306,67,501,59,58,31,23,41,39,38,\N,2,63,113.367233,23.103324
1584677667000 ,381902643,681306,52,356,44,48,47,43,54,64,75,\N,0,63,113.368347,23.105009
1584677679000 ,95786617,681306,68,501,65,69,67,75,73,50,50,46,0,63,113.368324,23.104784
1584677679000 ,180211257,681306,63,501,59,58,68,66,38,39,36,36,2,63,113.367874,23.103067
1584677682000 ,95786617,681306,74,356,\N,\N,\N,\N,\N,\N,\N,\N,0,63,113.368347,23.104967
1584677443000 ,377569549,681306,64,501,48,66,50,40,43,65,52,43,0,47,113.368133,23.104677
1584677628000 ,180771323,681306,36,501,35,24,18,35,34,\N,\N,\N,3,63,113.366157,23.103099
1584676834000 ,181700125,690594,52,336,47,33,45,42,38,26,22,20,1,63,113.368453,23.106103
1584676906000 ,433447827,690594,64,338,48,39,33,53,52,46,39,49,4,63,113.368049,23.101844
1584677561000 ,297599754,690594,66,338,63,62,74,67,61,60,58,43,3,63,113.367897,23.103067
1584677648000 ,170643764,690594,67,338,64,58,60,69,60,40,\N,\N,3,63,113.36824,23.102542
1584677654000 ,170643764,690594,68,338,56,56,56,53,76,70,46,43,2,63,113.36824,23.102542
1584677655000 ,170643764,690594,73,337,\N,\N,\N,\N,\N,\N,\N,\N,0,63,113.36824,23.102542
1584677613000 ,297599754,690594,65,338,73,69,68,63,57,52,52,49,3,42,113.367897,23.102907
1584676931000 ,356558423,685799,50,380,42,37,36,30,55,47,72,62,0,63,113.363327,23.106554
1584676937000 ,356558423,685799,55,380,41,41,29,27,51,56,43,\N,1,43,113.363281,23.106554
1584676977000 ,129739158,704858,73,311,69,\N,\N,\N,\N,\N,\N,\N,16,51,114.082567,22.543205
1584676982000 ,129739158,704858,71,311,65,\N,\N,\N,\N,\N,\N,\N,16,54,114.082567,22.543183
1584676987000 ,129739158,704858,66,311,69,\N,\N,\N,\N,\N,\N,\N,16,40,114.082567,22.543172
1584676977000 ,129739158,704858,73,311,\N,\N,\N,\N,\N,\N,\N,\N,16,51,114.082567,22.543183
1584676903000 ,492728803,704858,82,311,\N,\N,\N,\N,\N,\N,\N,\N,16,47,114.081645,22.542679
1584676908000 ,492728803,704858,85,311,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081645,22.542893
1584676914000 ,492728803,704858,67,311,\N,\N,\N,\N,\N,\N,\N,\N,0,41,114.081602,22.543087
1584676919000 ,492728803,704858,67,311,59,57,\N,\N,\N,\N,\N,\N,0,53,114.081451,22.543183
1584676924000 ,492728803,704858,63,311,61,\N,\N,\N,\N,\N,\N,\N,16,39,114.081172,22.543247
1584678596000 ,373576455,178395,52,154,46,41,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678597000 ,373576455,178395,53,154,44,41,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584678596000 ,373576455,178395,52,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080207,22.545061
1584678596000 ,373576455,178395,52,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080207,22.545061
1584678597000 ,373576455,178395,53,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080057,22.545136
1584676975000 ,497310583,704858,52,311,\N,\N,\N,\N,\N,\N,\N,\N,32,37,114.082438,22.543226
1584676980000 ,497310583,704858,52,311,51,49,49,47,\N,\N,\N,\N,32,37,114.082846,22.543333
1584678843000 ,416831049,178395,52,154,\N,\N,\N,\N,\N,\N,\N,\N,32,43,114.080421,22.54475
1584677026000 ,416798662,688740,53,285,53,\N,\N,\N,\N,\N,\N,\N,0,63,114.082675,22.54564
1584677026000 ,416798662,688740,53,285,55,50,\N,\N,\N,\N,\N,\N,0,63,114.082675,22.54564
1584677030000 ,416798662,688740,67,285,68,66,63,\N,\N,\N,\N,\N,0,63,114.082675,22.54564
1584676977000 ,129739158,704858,73,311,76,\N,\N,\N,\N,\N,\N,\N,16,51,114.082567,22.543183
1584676982000 ,129739158,704858,71,311,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.082567,22.543172
1584676903000 ,37439680,704858,80,311,\N,\N,\N,\N,\N,\N,\N,\N,0,52,114.08173,22.54314
1584676908000 ,37439680,704858,77,311,\N,\N,\N,\N,\N,\N,\N,\N,0,46,114.08173,22.543194
1584676913000 ,37439680,704858,73,311,65,\N,\N,\N,\N,\N,\N,\N,0,39,114.08173,22.543323
1584676831000 ,789566,704858,54,311,54,48,\N,\N,\N,\N,\N,\N,16,38,114.081001,22.543087
1584676800000 ,37439680,704858,79,311,\N,\N,\N,\N,\N,\N,\N,\N,0,50,114.081387,22.542958
1584676805000 ,37439680,704858,81,311,\N,\N,\N,\N,\N,\N,\N,\N,0,58,114.081387,22.542958
1584676811000 ,37439680,704858,83,311,\N,\N,\N,\N,\N,\N,\N,\N,0,59,114.081387,22.542958
1584676878000 ,48202104,704858,67,311,78,76,72,\N,\N,\N,\N,\N,0,55,114.082138,22.543065
1584676883000 ,48202104,704858,63,311,53,45,\N,\N,\N,\N,\N,\N,0,38,114.082138,22.543065
1584676889000 ,48202104,704858,59,311,58,52,52,44,44,\N,\N,\N,0,41,114.082675,22.54314
1584676890000 ,48202104,704858,57,311,58,50,46,42,42,\N,\N,\N,0,41,114.083383,22.543151
1584676872000 ,37439680,704858,79,311,\N,\N,\N,\N,\N,\N,\N,\N,0,57,114.081709,22.543044
1584676877000 ,37439680,704858,79,311,\N,\N,\N,\N,\N,\N,\N,\N,0,50,114.081709,22.543044
1584676980000 ,412528745,688740,71,285,55,\N,\N,\N,\N,\N,\N,\N,0,63,114.082675,22.54564
1584676985000 ,412528745,688740,71,285,68,\N,\N,\N,\N,\N,\N,\N,0,59,114.082675,22.54564
1584676990000 ,412528745,688740,73,285,\N,\N,\N,\N,\N,\N,\N,\N,0,60,114.082675,22.54564
1584676832000 ,48202104,704858,63,311,62,62,61,54,51,47,\N,\N,0,37,114.081709,22.541906
1584676832000 ,48202104,704858,63,311,\N,\N,\N,\N,\N,\N,\N,\N,0,37,114.081709,22.54226
1584676973000 ,500372012,688740,58,285,56,53,44,\N,\N,\N,\N,\N,\N,\N,114.082589,22.544299
1584676973000 ,500372012,688740,58,285,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.082696,22.544481
1584676816000 ,37439680,704858,81,311,\N,\N,\N,\N,\N,\N,\N,\N,0,46,114.081387,22.54299
1584676821000 ,37439680,704858,78,311,\N,\N,\N,\N,\N,\N,\N,\N,0,45,114.081409,22.542979
1584676883000 ,492728803,704858,67,311,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.081623,22.542582
1584676888000 ,492728803,704858,68,311,\N,\N,\N,\N,\N,\N,\N,\N,16,61,114.081623,22.542582
1584676816000 ,789566,704858,56,311,54,49,49,\N,\N,\N,\N,\N,16,32,114.081001,22.543087
1584676882000 ,37439680,704858,79,311,\N,\N,\N,\N,\N,\N,\N,\N,0,53,114.081687,22.543044
1584676887000 ,37439680,704858,79,311,\N,\N,\N,\N,\N,\N,\N,\N,0,49,114.081709,22.543044
1584676863000 ,48202104,704858,78,311,67,62,\N,\N,\N,\N,\N,\N,0,63,114.081709,22.542754
1584676868000 ,48202104,704858,87,311,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.08173,22.542893
1584676873000 ,48202104,704858,84,311,72,\N,\N,\N,\N,\N,\N,\N,0,63,114.081838,22.543011
1584676893000 ,37439680,704858,80,311,\N,\N,\N,\N,\N,\N,\N,\N,0,50,114.081709,22.543044
1584676898000 ,37439680,704858,84,311,\N,\N,\N,\N,\N,\N,\N,\N,0,55,114.081709,22.543087
1584678850000 ,342991005,178395,81,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081494,22.544825
1584678830000 ,342991005,178395,82,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081494,22.544825
1584678840000 ,342991005,178395,84,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081494,22.544825
1584678675000 ,534156931,178395,43,155,43,42,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678675000 ,534156931,178395,45,155,43,43,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678675000 ,534156931,178395,43,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678675000 ,534156931,178395,45,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678675000 ,534156931,178395,45,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678675000 ,534156931,178395,45,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584677091000 ,501134967,704858,69,311,61,\N,\N,\N,\N,\N,\N,\N,16,42,114.080636,22.543344
1584677359000 ,67742164,688740,59,285,57,54,\N,\N,\N,\N,\N,\N,16,56,114.083147,22.545661
1584677364000 ,67742164,688740,59,285,57,52,\N,\N,\N,\N,\N,\N,16,56,114.083147,22.545661
1584678655000 ,380663360,178395,57,154,55,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080143,22.545093
1584678656000 ,380663360,178395,52,154,40,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080185,22.545028
1584678657000 ,380663360,178395,50,154,39,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080164,22.545093
1584678655000 ,380663360,178395,58,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080143,22.545093
1584678656000 ,380663360,178395,52,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.080143,22.545093
1584678670000 ,522925926,178395,47,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678670000 ,522925926,178395,47,155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584677295000 ,126989591,688740,61,285,55,55,\N,\N,\N,\N,\N,\N,0,63,114.082009,22.545597
1584677300000 ,126989591,688740,71,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082245,22.545608
1584677295000 ,126989591,688740,61,285,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.082031,22.545619
1584678682000 ,523008430,178395,34,154,33,33,30,29,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678682000 ,523008430,178395,34,154,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,114.081065,22.5449
1584678727000 ,339482937,178395,80,1,\N,\N,\N,\N,\N,\N,\N,\N,0,63,114.081602,22.544792
1584678870000 ,532288484,178395,76,1,64,\N,\N,\N,\N,\N,\N,\N,16,48,114.079349,22.558021
1584678811000 ,403601325,178395,80,1,61,61,\N,\N,\N,\N,\N,\N,16,63,114.081344,22.544707
1584677219000 ,71175411,688740,58,285,57,54,\N,\N,\N,\N,\N,\N,16,56,114.083168,22.545629
1584677224000 ,71175411,688740,58,285,56,52,\N,\N,\N,\N,\N,\N,16,56,114.083168,22.545629
1584677229000 ,71175411,688740,58,285,58,52,\N,\N,\N,\N,\N,\N,16,54,114.083168,22.545629
1584677219000 ,71175411,688740,58,285,\N,\N,\N,\N,\N,\N,\N,\N,16,56,114.083168,22.545629
1584677224000 ,71175411,688740,58,285,33,29,22,\N,\N,\N,\N,\N,16,56,114.083168,22.545629
1584678867000 ,403601325,178395,85,1,42,35,\N,\N,\N,\N,\N,\N,16,61,114.081387,22.544953
1584678862000 ,403601325,178395,77,1,69,58,\N,\N,\N,\N,\N,\N,16,61,114.08143,22.544803
1584678862000 ,403601325,178395,77,1,\N,\N,\N,\N,\N,\N,\N,\N,16,61,114.081366,22.544868
1584678862000 ,403601325,178395,77,1,32,\N,\N,\N,\N,\N,\N,\N,16,61,114.081366,22.544868
1584678816000 ,370817931,178395,65,154,57,\N,\N,\N,\N,\N,\N,\N,16,53,114.080722,22.54491
1584678785000 ,370817931,178395,65,154,\N,\N,\N,\N,\N,\N,\N,\N,16,55,114.080314,22.545104
1584678790000 ,370817931,178395,65,154,\N,\N,\N,\N,\N,\N,\N,\N,16,55,114.080357,22.545093
1584677244000 ,71175411,688740,56,285,55,54,45,\N,\N,\N,\N,\N,16,53,114.083168,22.545629
1584677233000 ,71175411,688740,57,285,\N,\N,\N,\N,\N,\N,\N,\N,16,54,114.083168,22.545629
1584678795000 ,370817931,178395,66,154,\N,\N,\N,\N,\N,\N,\N,\N,16,57,114.080379,22.545104
1584678875000 ,532288484,178395,75,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081494,22.544803
1584678881000 ,532288484,178395,76,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081902,22.544664
1584677398000 ,494293189,704858,52,28,\N,\N,\N,\N,\N,\N,\N,\N,0,51,114.082632,22.543677
1584678613000 ,54760999,178395,50,154,32,29,\N,\N,\N,\N,\N,\N,\N,\N,114.080121,22.54491
1584677391000 ,494293189,704858,64,311,63,\N,\N,\N,\N,\N,\N,\N,0,33,114.082524,22.543666
1584677557000 ,354713626,688740,57,285,42,41,\N,\N,\N,\N,\N,\N,16,48,114.08231,22.545576
1584677557000 ,354713626,688740,57,285,66,\N,\N,\N,\N,\N,\N,\N,16,48,114.08231,22.545576
1584677557000 ,354713626,688740,57,285,\N,\N,\N,\N,\N,\N,\N,\N,16,48,114.08231,22.545576
1584677479000 ,83345732,688740,58,286,\N,\N,\N,\N,\N,\N,\N,\N,0,56,114.083125,22.545694
1584677484000 ,83345732,688740,58,286,55,53,49,\N,\N,\N,\N,\N,0,56,114.083125,22.545694
1584677489000 ,83345732,688740,57,286,59,53,52,\N,\N,\N,\N,\N,0,57,114.083125,22.545694
1584677593000 ,354713626,688740,58,285,44,38,\N,\N,\N,\N,\N,\N,16,51,114.08231,22.545586
1584677593000 ,354713626,688740,58,285,\N,\N,\N,\N,\N,\N,\N,\N,16,51,114.08231,22.545586
1584677303000 ,405008900,688740,68,285,44,\N,\N,\N,\N,\N,\N,\N,0,63,114.082739,22.545468
1584678806000 ,403601325,178395,81,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081366,22.544717
1584678806000 ,403601325,178395,81,1,27,\N,\N,\N,\N,\N,\N,\N,16,63,114.081366,22.544717
1584678806000 ,403601325,178395,81,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081366,22.544717
1584678811000 ,403601325,178395,80,1,59,58,\N,\N,\N,\N,\N,\N,16,63,114.081366,22.544717
1584678811000 ,403601325,178395,80,1,\N,\N,\N,\N,\N,\N,\N,\N,16,63,114.081344,22.544707
1584677552000 ,354713626,688740,58,285,57,55,50,\N,\N,\N,\N,\N,16,55,114.08231,22.545576
1584677557000 ,354713626,688740,57,285,30,22,\N,\N,\N,\N,\N,\N,16,48,114.08231,22.545576
1584677189000 ,416806959,688740,61,285,55,54,\N,\N,\N,\N,\N,\N,0,56,114.082739,22.545876
1584677194000 ,416806959,688740,61,285,58,57,56,\N,\N,\N,\N,\N,0,56,114.082739,22.545876
1584677189000 ,416806959,688740,61,285,37,\N,\N,\N,\N,\N,\N,\N,0,56,114.082739,22.545876
1584677544000 ,70655967,688740,57,286,38,\N,\N,\N,\N,\N,\N,\N,0,56,114.083125,22.545694
1584677520000 ,83345732,688740,58,286,57,52,\N,\N,\N,\N,\N,\N,0,57,114.083125,22.545694
